job_id,segment_index,segment,section_label
212e0f01582b1f60fb3c4dde57ca2aad,641,"Responsibilities
1. Manages branch service team associates and service supervisor(s).",Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,727,Reinforces service standards by conducting quality control training and inspections; directs service department to ensure customer growth through retention increase.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,893,"2. Through Branch Sales Manager, manages the branch sales team associates and sales supervisor(s), directs sales activities within the branch to ensure top line growth.",Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1062,3. Responsible for the P & L of a medium-to-large sized revenue branch.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1134,4. Ensures revenue and profit plans are achieved.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1184,Drives Plan revenue and profits.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1217,Drives Sales and Service Excellence.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1254,5. Monitors expenses and analyzes financial performance and budget of branch; identifies operational deficiencies and implements plans for improvement.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1406,Prepares branch budgets.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1431,"6. Implements company programs, initiatives, and current operational guidelines.",Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1512,"7. Participates in recruitment, interviewing, hiring and training branch staff as appropriate.",Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1607,8. Operates within company and business unit policies and procedures; creates an environment that motivates associates to be successful.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1744,9. Monitors regulatory compliance with state and federal agencies.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1811,10. Leads periodic and ad hoc branch meetings.,Job Responsibilities/Summary
212e0f01582b1f60fb3c4dde57ca2aad,1858,"Education and Experience
Requirements
* Bachelors Degree and 2- 4 years management experience, or equivalent combination of education and experience required * Bachelors Degree and 4-6 years managing associates in a fast-paced environment preferred
* Profit & loss and asset management and/or experience in sales management preferred
Knowledge, Skills, and Abilities
* Business acumen * Skill in managing and leading assigned projects and associates * Skill in organization and time management * Skill in written and verbal communications, including public speaking * Skill in group presentations and meeting management * Skill in providing clear and concise feedback, performance management and coaching * Attention to detail and analytical skills * Skill with Microsoft Office applications (Word, Excel, Outlook, PowerPoint) * Ability to obtain and maintain pest management and other certifications and licensures as needed * Ability to maintain a valid driver’s license * Ability to relocate as needed * Skill in second language preferred
SUMMARY:
At Terminix®, our people bring tremendous pride and integrity to everything we do.",Job Skills/Requirements
212e0f01582b1f60fb3c4dde57ca2aad,2992,"In turn, we provide a working environment where these skilled professionals can achieve true satisfaction in their own lives.",Benefits
212e0f01582b1f60fb3c4dde57ca2aad,3118,"We are proud to offer our exceptional associates competitive compensation, comprehensive benefits and outstanding opportunities for professional development.",Benefits
212e0f01582b1f60fb3c4dde57ca2aad,3276,"If you're committed to providing the highest level of customer service, we have an ideal opportunity for you.",Other
212e0f01582b1f60fb3c4dde57ca2aad,3386,Disclaimer,Other
212e0f01582b1f60fb3c4dde57ca2aad,3397,The above statements are intended to describe the general nature and level of work being performed by associates assigned to this classification.,Other
212e0f01582b1f60fb3c4dde57ca2aad,3543,"They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified.",Other
212e0f01582b1f60fb3c4dde57ca2aad,3675,"All personnel may be required to perform duties outside of their normal responsibilities from time to time, as needed.",Other
212e0f01582b1f60fb3c4dde57ca2aad,3794,ServiceMaster is committed to Diversity and Inclusion.,EOE/Diversity
212e0f01582b1f60fb3c4dde57ca2aad,3849,We encourage diverse candidates to apply to this position.,EOE/Diversity
212e0f01582b1f60fb3c4dde57ca2aad,3908,An Equal Opportunity/Affirmative Action Employer – of Minorities/Females/Veterans/Individuals with Disability/Sexual Orientation/Gender Identity.,EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,0,Join our [Link available when viewing the job],Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,47,"Team at Helen of Troy as a
**Senior Product Manager** and make an immediate impact on our trusted brands.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,153,"Together, we build innovative and useful products that elevate people's lives
everywhere every day!",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,254,"At OXO, we're on a quest to make every day better.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,305,"For 30 years, we've made
household tools that delight our customers and exceed their expectations.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,404,"When
we have an idea, we're going to make it happen, even if it hasn't been done
before - especially if it hasn't been done before.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,536,"If you've ever thought,
'there's got to be a better way to do this,' then you belong here.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,628,"We balance hard work with a thriving office culture; community isn't just a
buzzword at OXO, it's a way of life.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,741,"With a guest speaker series covering
topics like service robots and crafting hard-to-write letters, book and bike
clubs, volunteering opportunities, summer outings to theme parks, we like
coming to work every day, and think you should, too.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,988,**What you will be doing:**,Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1022,"The Senior Product Manager will be an authority within OXO product development
and on the food storage team.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1131,"You will independently plan and handle a major
category of business and develop a long and short-term product strategy for
the category to ensure financial goals are met.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1303,"You are, or you will become, an authority in the category and have an in depth
understanding of consumer behavior in the space.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1431,"You will also have complete
knowledge of competitor products, their pricing and features.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1521,"By using market
research, product research, product testing, pricing and competitive analysis,
you will develop a strategic vision.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1653,"You will identify new product
opportunities that are compelling to customers and consumers and on brand.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1759,"You will maintain and implement a product development pipeline that will
contribute to the company’s overall financial goals, drive team revenue, and
positively impact direct contribution.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,1948,"You will be able to sell your products
to internal key holders as well as external partners when you meet with buyers
or vendors.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2079,"This person will lead and mentor others on the team and provide insight and
guidance into category strategy.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2191,* Strategic business planning including meeting financial goals (revenue and margin) and day to day category management.,Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2314,"* Planning a product pipeline, seeing opportunities and implementing a long and short term strategic vision.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2425,"* Product development; work with internal and external design partners, and collaborate with product engineers to assess and avoid risk to bring products to market that meet brand, category and financial objectives.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2643,"* Internal communication with upper management, marketing, brand design and sales to prioritize and build consensus around long and short-term product development strategies.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2820,"* Building positive relationships with key vendors, strategic customers; build industry relationships.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,2925,"* Product Line Maintenance, responding to quality concerns, participating in cost negotiations and identifying and implementing product refreshes.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,3074,"* Lead and Mentor product development assistants, product managers, or other team members.",Job Responsibilities/Summary
3381a0582a5c4cb5a6fcc01fdd7ee159,3173,**Skills needed to be successful in this role:**,Job Skills/Requirements
3381a0582a5c4cb5a6fcc01fdd7ee159,3230,"* Self-motivated, and able to prioritize
  * Organized with an eye for detail
  * Strong analysis ability relating to product lines and product line planning, profit margins, business trends, market segmentation, driven research and trends, market research, and opportunity assessment
  * Hands-on research, product evaluation, testing, and user-validation skills
  * Strong project management and people leadership skills",Job Skills/Requirements
3381a0582a5c4cb5a6fcc01fdd7ee159,3661,**Minimum Qualifications:**,Job Skills/Requirements
3381a0582a5c4cb5a6fcc01fdd7ee159,3697,"* Bachelor’s degree
  * 6+ years of prior experience in product development
  * Strong oral and written communication skills
  * Industry knowledge
  * Proficiency in Microsoft Office
  * Knowledge of Agile, Basecamp or other project management software
  * Authorized to work in the United States on a full-time basis",Job Skills/Requirements
3381a0582a5c4cb5a6fcc01fdd7ee159,4017,Wondering if you should apply?,EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4048,"Helen of Troy welcomes people as diverse as our
brands.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4104,"Have the confidence to come as who you are because your point of view,
skillset, and experience will make us stronger.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4223,"If you're eager to share new
ideas and try new things, we want to hear from you.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4305,"For more information about Helen of Troy, visit **[Link available when viewing
the job]**.",Other
3381a0582a5c4cb5a6fcc01fdd7ee159,4396,"You can also find us on **[Link available when viewing the job]**
, **[Link available when viewing the job]** , **[Link available when viewing
the job]** ,[Link available when viewing the job] and **[Link available when
viewing the job]**.",Other
3381a0582a5c4cb5a6fcc01fdd7ee159,4637,**Helen of Troy is an Equal Opportunity/Affirmative Action Employer.**,EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4708,"We are
committed to developing a diverse workforce and cultivating an inclusive
environment.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4801,"We value diversity and believe that we are strengthened by the
differences in our experiences, thinking, culture and background.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,4930,"We do not
discriminate on the basis of race, color, religion, sex, national origin,
sexual orientation, gender identity, age, marital status, disability,
protected veteran status or any protected basis.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,5134,"We will provide individuals with disabilities reasonable accommodation to
participate in the job application process.",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,5252,"If you would like to request an
accommodation, please contact Human Resources at [Phone number shown when
applying]",EOE/Diversity
3381a0582a5c4cb5a6fcc01fdd7ee159,5368,#LI-DNP.,Other
3381a0582a5c4cb5a6fcc01fdd7ee159,5378,"Incorporated in 1968, Helen of Troy has grown into a leading global consumer
products company with career opportunities in North America, South America,
Europe and Asia.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,5548,"We offer creative solutions for our customers through a
diversified portfolio of well-recognized and widely trusted brands, including
OXO®, Hydro Flask®, Vicks®, Braun®, Honeywell®, PUR®, Hot Tools®, Drybar®.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,5757,Most of these brands rank #1 or #2 in their respective categories.,About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,5825,"We boldly bring brands into our family, where we nurture what makes them
great.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,5905,"We collaborate internally and externally, always striving to provide
the consumer-centric innovation, operational excellence, scale, global reach,
and stellar shared services to make them soar.",About Company
3381a0582a5c4cb5a6fcc01fdd7ee159,6101,"_The above statements are intended to describe the general nature and level
of work performed by people assigned to this classification.",Other
3381a0582a5c4cb5a6fcc01fdd7ee159,6238,"They are not
intended to be construed as an exhaustive list of all responsibilities and
duties required of personnel so classified.",Other
3381a0582a5c4cb5a6fcc01fdd7ee159,6370,"Management retains the right to
add or to change duties of the position at any time._",Other
d3edea93be924aa7bb82117c1b899c0e,0,**About GM**,About Company
d3edea93be924aa7bb82117c1b899c0e,18,There's never been a more exciting time to work for General Motors.,About Company
d3edea93be924aa7bb82117c1b899c0e,91,"To achieve our vision of a world with Zero Crashes, Zero Emissions and Zero
Congestion, we need people to join us who are passionate about creating safer,
better and more sustainable ways for people to get around.",About Company
d3edea93be924aa7bb82117c1b899c0e,305,"This bold vision
won't happen overnight, but just as we transformed how the world moved in the
last century, we are committed to transforming how we move today and in the
future.",About Company
d3edea93be924aa7bb82117c1b899c0e,489,**Why Work for Us**,Benefits
d3edea93be924aa7bb82117c1b899c0e,514,"Our culture is focused on building inclusive teams, where differences and
unique perspectives are embraced so you can contribute to your fullest
potential as you pursue your career.",Benefits
d3edea93be924aa7bb82117c1b899c0e,696,"Our locations feature a variety of work
environments, including open work spaces and virtual connection platforms to
inspire productivity and flexible collaboration.",Benefits
d3edea93be924aa7bb82117c1b899c0e,862,"And we are proud to support
our employees volunteer interests, and make it a priority to join together in
efforts that give back to our communities.",Benefits
d3edea93be924aa7bb82117c1b899c0e,1016,**Job Description**,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1041,"At General Motors, we are building on our momentum and are changing the way we
do things!",About Company
d3edea93be924aa7bb82117c1b899c0e,1131,"We translate breakthrough technologies into vehicles and
experiences that people love.",About Company
d3edea93be924aa7bb82117c1b899c0e,1218,"We are seeking experienced, motivated engineers
to support the next generation of industry-leading Body Systems.",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1336,**About the Side Closures Role:**,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1375,"As a Side Closures Engineer, you will be responsible to develop and integrate
door hardware system (including Electro-mechanical systems) content into the
Side Closures system.",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1552,"We are seeking to fill various roles within the Side
Closures team for specific component integration including:",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1670,* Door Hardware,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1691,* Outside Door Handles,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1719,* Electric Motor Powered Components (Mechatronics),Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1775,* Glass Guidance Systems,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1805,* Current Product Engineer (Quality & Warranty),Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1858,"* Seals, Weatherstrips & Molding",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,1898,"This position involves responsibility for development activities throughout a
vehicle's lifecycle including:",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2012,* Definition of and performance to requirements,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2065,* Execution of design including integration of the parts into the system,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2143,* Component and Sub-system test and validation,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2195,* Support of components and systems through vehicle launch and lifecycle,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2274,"This role requires an experienced engineer to lead and drive a multi-
functional product development team including collaboration with the following
groups:",Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2436,Within Engineering -,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2462,* Body Structure Systems,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2492,* Interior Door Trim,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2518,* Vehicle Performance teams,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2551,* Various groups within Electrical Systems team,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2604,* Safety Engineering,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2631,Outside of Engineering -,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2661,* Creative Design,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2684,* Purchasing,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2702,* Manufacturing,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2723,* Quality,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2739,**Additional Job Description**,Job Responsibilities/Summary
d3edea93be924aa7bb82117c1b899c0e,2775,**Education & Experience Required:**,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,2817,* Bachelor of Science Degree in Engineering (Mechanical with Electrical Experience),Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,2906,"* 3 or more years of experience with developing and executing technical solutions for mechanical components, electro-mechanical components, mechanisms design, rubber component design, sheet metal design or injection molded part design to support new vehicle programs",Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3178,"* Balancing business imperatives, including but not limited to cost, mass, complexity, and timing",Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3281,* Communicating information to and from internal and external customer organizations,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3371,* Understanding of geometric design and tolerancing (GD&T;),Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3437,**Preferred Skills:**,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3464,* Injection molded plastic design knowledge,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3513,* Familiarity with structured problem solving methods such as:,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3581,* Design For Six Sigma (DFSS) process,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3624,* Red-X,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3637,* Kepner-Tregoe (KT),Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3663,"* Experience with DFMEA (Design Failure Mode and Effect Analysis), PFMEA (Process Failure Mode and Effect Analysis) and GD&T; (Geometric Dimensioning and Tolerancing)",Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3835,* Develop mechanical and electrical component interface requirements,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3910,**Benefits Overview**,Job Skills/Requirements
d3edea93be924aa7bb82117c1b899c0e,3937,"The goal of the General Motors total rewards program is to support the health
and well-being of you and your family.",Benefits
d3edea93be924aa7bb82117c1b899c0e,4054,"Our comprehensive compensation plan
incudes, the following benefits, in addition to many others:  
• Paid time off including vacation days, holidays, and parental leave for
mothers, fathers and adoptive parents;  
• Healthcare (including a triple tax advantaged health savings account and
wellness incentive), dental, vision and life insurance plans to cover you and
your family;  
• Company and matching contributions to 401K savings plan to help you save for
retirement;  
• Global recognition program for peers and leaders to recognize and be
recognized for results and behaviors that reflect our company values;  
• Tuition assistance and student loan refinancing;  
• Discount on GM vehicles for you, your family and friends.",Benefits
d3edea93be924aa7bb82117c1b899c0e,4790,**Diversity Information**,EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,4821,"General Motors is committed to being a workplace that is not only free of
discrimination, but one that genuinely fosters inclusion and belonging.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,4967,"We
strongly believe that workforce diversity creates an environment in which our
employees can thrive and develop better products for our customers.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5116,"We
understand and embrace the variety through which people gain experiences
whether through professional, personal, educational, or volunteer
opportunities.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5272,GM is proud to be an equal opportunity employer.,EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5326,"We encourage interested candidates to review the key responsibilities and
qualifications and apply for any positions that match your skills and
capabilities.",Other
d3edea93be924aa7bb82117c1b899c0e,5489,**Equal Employment Opportunity Statements**,EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5538,"The policy of General Motors is to extend opportunities to qualified
applicants and employees on an equal basis regardless of an individual's age,
race, color, sex, religion, national origin, disability, sexual orientation,
gender identity/expression or veteran status.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5808,"Additionally, General Motors is
committed to being an Equal Employment Opportunity (EEO) Employer and offers
opportunities to all job seekers including individuals with disabilities.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,5991,"If
you need a reasonable accommodation to assist with your job search or
application for employment, email us atCareers.Accommodations@GM.com.",EOE/Diversity
d3edea93be924aa7bb82117c1b899c0e,6134,"In your
email, please include a description of the specific accommodation you are
requesting as well as the job title and requisition number of the position for
which you are applying.",EOE/Diversity
96cf85332f1b6713148799c736b84713,0,Do you love Babies?,Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,20,Do you enjoy taking pictures with your camera or cell phone?,Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,81,Are you looking for a part time job with great earning potential?,Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,147,Are you confident and enjoy meeting new people?,Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,195,"If you answered yes to these questions, working for Mom365 as a Newborn Sales Photographer may be a perfect fit for you.",Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,316,We will teach you our sales approach to help you be successful.,Benefits
96cf85332f1b6713148799c736b84713,380,Apply today and join our Family!,Other
96cf85332f1b6713148799c736b84713,413,"Develop and foster an excellent customer service relationship with Mom,  Families, and Mom365 Hospital Partners (including the hospital staff)",Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,556,"Photograph newborn babies in a hospital setting with Mom365 photography equipment and meet company expectations for photo per hour
Photograph newborns in accordance with the Mom365 Official Approved poses
Maintain professionalism when adjusting work routines to accommodate any special emotion and/or physical conditions of Moms’ and babies
Comply with hospital policies, HIPAA regulations, security, safety, sanitation, and infection control guidelines
Present and sell Mom365 products by using Mom365 Official Bedside Presentation
Meet sales goals and targets
Perform maintenance of camera equipment to avoid service problems
Organize and maintain supplies and marketing material
Develop and maintain a team player relationship with co-workers, the District Manager, and Hospital Partners.",Job Responsibilities/Summary
96cf85332f1b6713148799c736b84713,1348,2+ years of sales or customer service experience preferred.,Job Skills/Requirements
96cf85332f1b6713148799c736b84713,1408,"18 years of age
Able to work weekends and holidays (when required)",Job Skills/Requirements
96cf85332f1b6713148799c736b84713,1475,Looking for part time position,Job Skills/Requirements
96cf85332f1b6713148799c736b84713,1506,"Must be comfortable holding newborn babies
Comfortable working in a hospital environment Reliable, professional demeanor, disciplined, and an outgoing personality
Excellent Time Management skills Display good judgment",Job Skills/Requirements
96cf85332f1b6713148799c736b84713,1724,"Work the scheduled hours and meet the staffing demands of the position
Excellent verbal and written communication skills
Basic computer skills
Requires a high school diploma or GED depending upon work location
Must have reliable internet access
Completion of background checks and health screenings.",Job Skills/Requirements
96cf85332f1b6713148799c736b84713,2024,#INDEED,Other
7cd723e307ff45cb886a30ac2c77f15b,0,**Location:** Hinckley,Other
7cd723e307ff45cb886a30ac2c77f15b,24,"**Salary:** £28,000 - £30,000",Benefits
7cd723e307ff45cb886a30ac2c77f15b,55,**Summary:**,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,69,"Our client are a successful and expanding FMCG, e-comm retail distribution
company who are looking for an Assistant Warehouse Manager, to support the
Warehouse Manager in a planned period of extreme growth, you will be
responsible for the management of warehouse staff in their team in a
challenging and fast paced, quality focused and highly regulated storage,
pick/pack and dispatch operation.",Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,466,Key Responsibilities:,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,491,* Deliver and lead a culture of safety,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,533,* Support the continuous improvement program,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,581,* Ensue the delivery of all customer Warehouse KPIs,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,636,"* HR responsibilities for your direct reports including training, development and performance reviews",Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,741,* Support the Warehouse Manager,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,774,**Key Skills/Experience:**,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,804,* Previous leadership experience from a multi temperature environment,Job Responsibilities/Summary
7cd723e307ff45cb886a30ac2c77f15b,877,* Ability to motivate and encourage strong team work,Job Skills/Requirements
7cd723e307ff45cb886a30ac2c77f15b,933,* Excellent communication skills,Job Skills/Requirements
7cd723e307ff45cb886a30ac2c77f15b,969,* WMS experience preferred,Job Skills/Requirements
7cd723e307ff45cb886a30ac2c77f15b,999,* Logistics 3PL background,Job Skills/Requirements
7cd723e307ff45cb886a30ac2c77f15b,1027,**Processing Your Data**,Job Skills/Requirements
7cd723e307ff45cb886a30ac2c77f15b,1053,Bis Henderson,Other
7cd723e307ff45cb886a30ac2c77f15b,1067,"Recruitment is a leading provider of recruitment, interim
management and consultancy services to the supply chain and logistics
industry.",Other
7cd723e307ff45cb886a30ac2c77f15b,1205,"Should you respond to this advertisement we may store your CV and
contact details and will process this data for recruitment purposes only.",Other
7cd723e307ff45cb886a30ac2c77f15b,1345,"Should we process your data, then we will always tell you that we are doing
so.",Other
7cd723e307ff45cb886a30ac2c77f15b,1426,"Please visit our website to read our Privacy Policy in full, in this Policy
you will find information about our compliance with the UK General Data
Protection Regulations.",Other
baa38bcdaab54044a95aa042444b9714,0,"Abbott is a global healthcare leader that helps people live more fully at all
stages of life.",About Company
baa38bcdaab54044a95aa042444b9714,94,"Our portfolio of life-changing technologies spans the spectrum
of healthcare, with leading businesses and products in diagnostics, medical
devices, nutritionals, and branded generic medicines.",About Company
baa38bcdaab54044a95aa042444b9714,287,"Our 109,000 colleagues
serve people in more than 160 countries.",About Company
baa38bcdaab54044a95aa042444b9714,353,"**Nourish the world and your career as part of the Nutrition team at
Abbott.**",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,433,"Our Nutrition business develops science-based nutrition products for people of
all ages, from helping babies and children grow, to keeping adult bodies
strong and active.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,604,"Millions of people around the world count on our leading
brands – including Similac®, PediaSure®, Pedialyte®, Ensure®, Glucerna® and
ZonePerfect® – to help get the nutrients they need to live their healthiest
life.",About Company
baa38bcdaab54044a95aa042444b9714,820,"**Our Casa Grande AZ Plant currently has an opening for an Analytical Lab
Technical Specialist.",Job Title
baa38bcdaab54044a95aa042444b9714,916,"Casa Grande, Ariz.,** is one of six Abbott nutrition
manufacturing plants in the U.S., with about half of its products exported
around the world.",About Company
baa38bcdaab54044a95aa042444b9714,1062,"Working here, you’ll feel part of a family – a family of 480
that works together to help nourish the world.",About Company
baa38bcdaab54044a95aa042444b9714,1171,**WHAT YOU’LL DO**,Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1191,"Work alongside Abbott technical Subject Matter Experts (SMEs) to ensure robust
Instrument validations and instrument maintenance and troubleshooting that
adhere to our quality system and support development of high-quality Abbott
products that improve people’s lives.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1459,"Provide validation and instrument
expertise as a SME and train Abbott analytical Chemists on validation and
instrument protocols and procedures.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1605,"• Strategy: Receive general direction and exercises considerable discretion as
to work details",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1701,"• Quality of Work: Responsible for documentation accuracy, quality, and
timeliness of validation projects.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1808,"Read, understand, and comply with all
applicable Division quality standards and group-specific and safety/health
procedures.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,1934,"Work Performance: Maintain positive work relationships; track and communicate
with users on milestone status through closeout; periodic review and updates
with supervisor.",Job Responsibilities/Summary
baa38bcdaab54044a95aa042444b9714,2106,"Complete all assigned project and documentation updates per
committed timelines while maintaining a high quality of work.",Job Responsibilities/Summary
